"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dis","mod","annot"
"cd209 dc sign signaling","cd209 dc sign signaling","8/430","21/10821",7.51540806138363e-07,1.66654173761182e-05,1.11544477542641e-05,"CD209/HRAS/KRAS/NFKB1/RELA/RELB/PAK1/RAF1",8,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"signal transduction by l1","signal transduction by l1","8/430","21/10821",7.51540806138363e-07,1.66654173761182e-05,1.11544477542641e-05,"CSNK2A1/EGFR/MAP2K1/MAP2K2/MAPK1/MAPK3/NCAM1/PAK1",8,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"zbp1 dai mediated induction of type i ifns","zbp1 dai mediated induction of type i ifns","8/430","21/10821",7.51540806138363e-07,1.66654173761182e-05,1.11544477542641e-05,"CHUK/DHX9/IKBKB/IRF3/NFKB1/NFKB2/RELA/TLR3",8,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"costimulation by the cd28 family","costimulation by the cd28 family","14/430","74/10821",1.01828753484013e-06,2.15052629381712e-05,1.43938388383416e-05,"AKT1/CD274/CD28/CD4/CD86/CDC42/CTLA4/HLA-DQB1/HLA-DRB1/HLA-DRB4/MTOR/PAK1/PDCD1/PDCD1LG2",14,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"extra nuclear estrogen signaling","extra nuclear estrogen signaling","14/430","75/10821",1.20729386080151e-06,2.4903945454208e-05,1.66686349447259e-05,"AKT1/AREG/BCL2/EGFR/ESR1/FOS/FOXO3/HRAS/HSP90AA1/KRAS/MAPK1/MAPK3/MMP2/MMP9",14,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"p75ntr signals via nf kb","p75ntr signals via nf kb","7/430","16/10821",1.24884293029825e-06,2.5175538163058e-05,1.68504165714884e-05,"IKBKB/IRAK1/NFKB1/RELA/SQSTM1/TRAF6/UBB",7,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"ovarian tumor domain proteases","ovarian tumor domain proteases","10/430","38/10821",1.53753396470784e-06,3.03065028154635e-05,2.02846586221105e-05,"DDX58/ESR1/IFIH1/MAVS/PTEN/TNFAIP3/TP53/TRAF6/TRIM25/UBB",10,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"rip mediated nfkb activation via zbp1","rip mediated nfkb activation via zbp1","7/430","17/10821",2.05069312186731e-06,3.95086818970466e-05,2.64438338455281e-05,"CHUK/DHX9/IKBKB/NFKB1/NFKB2/RELA/TLR3",7,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"tnfr2 non canonical nf kb pathway","tnfr2 non canonical nf kb pathway","16/430","101/10821",2.09347017943764e-06,3.95086818970466e-05,2.64438338455281e-05,"CD27/CD40/CD40LG/CHUK/FASLG/LTA/NFKB2/RELB/PSMA7/PSMB9/PSME3/TNF/TNFRSF1A/TNFRSF25/TNFSF13B/UBB",16,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"mapk family signaling cascades","mapk family signaling cascades","32/430","327/10821",2.21784761942368e-06,4.09839758006002e-05,2.74312731876087e-05,"AGO2/AREG/BCL2L1/CDC42/CSF2/EGFR/ERBB2/FOXO1/FOXO3/HGF/HRAS/IGF2BP1/IL2/IL2RA/IL6/IRS1/JUN/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/MMP2/MYC/NCAM1/PAK1/PHB/PSMA7/PSMB9/PSME3/RAF1/UBB",32,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"estrogen dependent nuclear events downstream of esr membrane signaling","estrogen dependent nuclear events downstream of esr membrane signaling","8/430","24/10821",2.44470604171169e-06,4.33690851799654e-05,2.90276675268504e-05,"AKT1/AREG/BCL2/EGFR/FOS/FOXO3/MAPK1/MAPK3",8,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"purinergic signaling in leishmaniasis infection","purinergic signaling in leishmaniasis infection","8/430","24/10821",2.44470604171169e-06,4.33690851799654e-05,2.90276675268504e-05,"CASP1/IL1A/IL18/IL1B/NFKB1/NFKB2/RELA/TXN",8,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"intracellular signaling by second messengers","intracellular signaling by second messengers","30/430","304/10821",3.91197241120252e-06,6.80376378183653e-05,4.55387500499116e-05,"AGO2/AKT1/AREG/CASP9/CD19/CD28/CD86/CDKN1A/CHUK/CSNK2A1/EGFR/ERBB2/ESR1/FOXO1/FOXO3/HGF/IRAK1/IRS1/JUN/MAPK1/MAPK3/MTOR/PML/PSMA7/PSMB9/PSME3/PTEN/TP53/TRAF6/UBB",30,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"interleukin 20 family signaling","interleukin 20 family signaling","8/430","26/10821",4.84118319912796e-06,8.25794134158942e-05,5.52718081843759e-05,"IFNL1/IFNL3/IL22/IFNL2/SOCS3/STAT1/STAT2/STAT3",8,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"regulation of tlr by endogenous ligand","regulation of tlr by endogenous ligand","7/430","19/10821",4.95752053853315e-06,8.29683154279039e-05,5.55321069261708e-05,"APOB/CD36/HMGB1/TLR1/TLR2/TLR4/TLR6",7,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"advanced glycosylation endproduct receptor signaling","advanced glycosylation endproduct receptor signaling","6/430","13/10821",5.14521193543146e-06,8.45148701245871e-05,5.65672423310593e-05,"DDOST/HMGB1/MAPK1/MAPK3/S100B/SAA1",6,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"infection with mycobacterium tuberculosis","infection with mycobacterium tuberculosis","8/430","27/10821",6.64259624922656e-06,0.000107126961328436,7.17019001830388e-05,"HGS/LTF/MAPK1/MAPK3/NOS2/RAB5A/TLR2/UBB",8,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"inflammasomes","inflammasomes","7/430","20/10821",7.36748097616755e-06,0.000116695636176082,7.81063772661372e-05,"BCL2/BCL2L1/CASP1/NFKB1/NFKB2/RELA/TXN",7,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"interleukin 7 signaling","interleukin 7 signaling","9/430","36/10821",8.21882114319925e-06,0.000125691281965823,8.41273162389179e-05,"CISH/HGF/IL7/IL7R/IRS1/SOCS1/SOCS2/STAT3/TSLP",9,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"nod1 2 signaling pathway","nod1 2 signaling pathway","9/430","36/10821",8.21882114319925e-06,0.000125691281965823,8.41273162389179e-05,"CASP1/CASP8/CASP9/CHUK/IKBKB/IRAK1/TNFAIP3/TRAF6/UBB",9,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"death receptor signalling","death receptor signalling","18/430","141/10821",1.15115486096253e-05,0.000170179060278961,0.000113903744137345,"CASP3/CASP8/CHUK/FAS/FASLG/RACK1/IKBKB/IRAK1/MAPK8/MCF2L/NFKB1/RELA/SQSTM1/TNF/TNFAIP3/TNFRSF1A/TRAF6/UBB",18,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"cellular senescence","cellular senescence","22/430","198/10821",1.23134121228345e-05,0.000179049123818921,0.000119840628770986,"ATM/CABIN1/CDKN1A/CDKN2A/FOS/IFNB1/IL1A/IL6/CXCL8/JUN/MAP2K7/MAPK1/MAPK3/MAPK8/NFKB1/RELA/RB1/SP1/STAT3/TP53/TXN/UBB",22,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"activation of the ap 1 family of transcription factors","activation of the ap 1 family of transcription factors","5/430","10/10821",2.06780308716221e-05,0.000291133545763949,0.000194860641797742,"FOS/JUN/MAPK1/MAPK3/MAPK8",5,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"transcriptional regulation of white adipocyte differentiation","transcriptional regulation of white adipocyte differentiation","13/430","84/10821",2.45328235360156e-05,0.000340009601194467,0.000227574218327514,"ADIPOQ/CD36/FABP4/LEP/LPL/NFKB1/RELA/PPARA/PPARGC1A/SREBF2/TGFB1/TNF/WNT1",13,"HEPATITIS C",10,"NOTCH and FOXO mediated gene expression"
"plasma lipoprotein remodeling","plasma lipoprotein remodeling","8/430","32/10821",2.64177368197413e-05,0.000360500500909392,0.000241289126580309,"ALB/APOB/APOC3/APOE/LIPC/LPA/LPL/MBTPS1",8,"HEPATITIS C",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"negative regulation of the pi3k akt network","negative regulation of the pi3k akt network","15/430","110/10821",2.80761419588896e-05,0.000377326332083864,0.000252550942022547,"AKT1/AREG/CD19/CD28/CD86/EGFR/ERBB2/ESR1/HGF/IRAK1/IRS1/MAPK1/MAPK3/PTEN/TRAF6",15,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"plasma lipoprotein clearance","plasma lipoprotein clearance","8/430","33/10821",3.36732973528554e-05,0.000439238452235041,0.000293989778746292,"APOB/APOC1/APOE/LDLR/LIPC/PCSK9/SCARB1/VLDLR",8,"HEPATITIS C",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"regulation of tnfr1 signaling","regulation of tnfr1 signaling","8/430","33/10821",3.36732973528554e-05,0.000439238452235041,0.000293989778746292,"CASP8/CHUK/RACK1/IKBKB/TNF/TNFAIP3/TNFRSF1A/UBB",8,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"endosomal vacuolar pathway","endosomal vacuolar pathway","5/430","11/10821",3.66739814897413e-05,0.00046471173687715,0.000311039482108483,"HLA-A/HLA-B/HLA-C/HLA-E/HLA-G",5,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"antigen presentation folding assembly and peptide loading of class i mhc","antigen presentation folding assembly and peptide loading of class i mhc","7/430","25/10821",3.8436275365019e-05,0.000480182764067209,0.000321394504164132,"HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HSPA5/TAPBP",7,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 2 family signaling","interleukin 2 family signaling","9/430","44/10821",4.66553010647308e-05,0.000570670265875085,0.000381959330627838,"CSF2/HAVCR2/IL2/IL21/IL2RA/INPPL1/LGALS9/STAT1/STAT3",9,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"apoptotic factor mediated response","apoptotic factor mediated response","6/430","18/10821",4.69660985443982e-05,0.000570670265875085,0.000381959330627838,"C1QBP/CASP3/CASP9/CDKN2A/MAPK1/MAPK3",6,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"caspase activation via extrinsic apoptotic signalling pathway","caspase activation via extrinsic apoptotic signalling pathway","7/430","26/10821",5.08134145840315e-05,0.000600953316480479,0.000402228292286228,"CASP3/CASP8/CASP9/FAS/FASLG/TLR4/UNC5A",7,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"constitutive signaling by akt1 e17k in cancer","constitutive signaling by akt1 e17k in cancer","7/430","26/10821",5.08134145840315e-05,0.000600953316480479,0.000402228292286228,"AKT1/CASP9/CDKN1A/CHUK/FOXO1/FOXO3/MTOR",7,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"ticam1 dependent activation of irf3 irf7","ticam1 dependent activation of irf3 irf7","5/430","12/10821",6.08222227856425e-05,0.000709859363300854,0.000475120964696709,"IKBKE/IRF3/IRF7/TLR3/UBB",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"plasma lipoprotein assembly","plasma lipoprotein assembly","6/430","19/10821",6.63546730086437e-05,0.000764371363099571,0.000511606774803487,"ABCA1/APOB/APOC1/APOC3/APOE/MTTP",6,"HEPATITIS C",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"immunoregulatory interactions between a lymphoid and a non lymphoid cell","immunoregulatory interactions between a lymphoid and a non lymphoid cell","20/430","191/10821",7.13528254427779e-05,0.000811409694458257,0.000543090331305354,"CD19/CD1A/CD1D/CD34/CD40/CD40LG/CD81/CD8A/CDH1/HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/IFITM1/KIR2DL3/KIR2DS2/KIR3DL1/KLRK1/NCR1",20,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"mapk6 mapk4 signaling","mapk6 mapk4 signaling","13/430","93/10821",7.35358377083658e-05,0.000825649215788867,0.000552621085509904,"AGO2/CDC42/FOXO1/FOXO3/IGF2BP1/JUN/MMP2/MYC/PAK1/PSMA7/PSMB9/PSME3/UBB",13,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"transcriptional regulation by runx2","transcriptional regulation by runx2","15/430","120/10821",7.85669572276328e-05,0.000856089284765939,0.000572995142239352,"ABL1/AKT1/CDKN1A/ESR1/GLI2/MAPK1/MAPK3/PPARGC1A/PSMA7/PSMB9/PSME3/RB1/SMAD6/STAT1/UBB",15,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"neutrophil degranulation","neutrophil degranulation","37/430","479/10821",7.91424141497261e-05,0.000856089284765939,0.000572995142239352,"ANXA2/ATG7/ATP6AP2/BST2/CD36/CD44/CD55/CD59/CD63/CHI3L1/DDOST/DDX3X/DGAT1/DNAJC3/HLA-A/HLA-B/HLA-C/HMGB1/HP/HSP90AA1/HSPA1A/HSPA8/IGF2R/ILF2/LTF/MAPK1/METTL7A/MMP9/MPO/NFKB1/PPIA/RAB18/RAB27A/RETN/TLR2/TXNDC5/VAPA",37,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 12 signaling","interleukin 12 signaling","9/430","47/10821",8.06777480017449e-05,0.000862182680452383,0.00057707355577659,"ANXA2/ARF1/CDC42/IFNG/IL10/IL12A/IL12B/PPIA/SOD1",9,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"pd 1 signaling","pd 1 signaling","7/430","28/10821",8.53711258323805e-05,0.000901478435872875,0.000603374874304042,"CD274/CD4/HLA-DQB1/HLA-DRB1/HLA-DRB4/PDCD1/PDCD1LG2",7,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"p75ntr recruits signalling complexes","p75ntr recruits signalling complexes","5/430","13/10821",9.56203545670242e-05,0.000986223889545935,0.000660096450132211,"IKBKB/IRAK1/SQSTM1/TRAF6/UBB",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"trafficking and processing of endosomal tlr","trafficking and processing of endosomal tlr","5/430","13/10821",9.56203545670242e-05,0.000986223889545935,0.000660096450132211,"HSP90B1/TLR3/TLR7/TLR8/TLR9",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"transcriptional regulation by the ap 2 tfap2 family of transcription factors","transcriptional regulation by the ap 2 tfap2 family of transcription factors","8/430","38/10821",9.96070255617691e-05,0.00101553369739413,0.000679714003833488,"APOE/CDKN1A/EGFR/ERBB2/ESR1/MYC/SUMO1/VEGFA",8,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"transcriptional regulation by runx3","transcriptional regulation by runx3","13/430","96/10821",0.000102632342227766,0.00103448735859123,0.000692400012158613,"CDKN1A/CDKN2A/CTNNB1/FOXO3/KRAS/MYC/PSMA7/PSMB9/PSME3/SPP1/TGFB1/TP53/UBB",13,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"tcr signaling","tcr signaling","15/430","124/10821",0.000114594198550733,0.00114207925971349,0.000764413104466157,"CD4/CHUK/HLA-DQB1/HLA-DRB1/HLA-DRB4/IKBKB/NFKB1/RELA/PAK1/PSMA7/PSMB9/PSME3/PTEN/TRAF6/UBB",15,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"tnfr1 induced nfkappab signaling pathway","tnfr1 induced nfkappab signaling pathway","7/430","30/10821",0.000137016926883441,0.00135037793495124,0.000903830956283749,"CHUK/RACK1/IKBKB/TNF/TNFAIP3/TNFRSF1A/UBB",7,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"irak1 recruits ikk complex","irak1 recruits ikk complex","5/430","14/10821",0.000143907806554432,0.00138745896101936,0.00092864991872654,"CHUK/IKBKB/IRAK1/TRAF6/UBB",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"regulation of ifng signaling","regulation of ifng signaling","5/430","14/10821",0.000143907806554432,0.00138745896101936,0.00092864991872654,"IFNG/SOCS1/SOCS3/STAT1/SUMO1",5,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"clec7a dectin 1 signaling","clec7a dectin 1 signaling","13/430","100/10821",0.000156542465710362,0.00148874209494876,0.000996440445678633,"CASP8/CHUK/IKBKB/IL1B/NFKB1/NFKB2/RELA/RELB/PSMA7/PSMB9/PSME3/TRAF6/UBB",13,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"regulation of mrna stability by proteins that bind au rich elements","regulation of mrna stability by proteins that bind au rich elements","12/430","87/10821",0.00015776973723245,0.00148874209494876,0.000996440445678633,"AKT1/EIF4G1/ELAVL1/EXOSC1/EXOSC2/HSPA1A/HSPA8/PSMA7/PSMB9/PSME3/UBB/XRN1",12,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"chaperone mediated autophagy","chaperone mediated autophagy","6/430","22/10821",0.000164853722577079,0.00153921317816705,0.00103022160147892,"HSP90AA1/HSPA8/PLIN3/RNASE1/UBB/VIM",6,"HEPATITIS C",5,"Response to stress: autophagy, mitophagy, heatshock response"
"the nlrp3 inflammasome","the nlrp3 inflammasome","5/430","15/10821",0.000208851681556429,0.00192970251604742,0.00129158276752002,"CASP1/NFKB1/NFKB2/RELA/TXN",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"perk regulates gene expression","perk regulates gene expression","7/430","32/10821",0.000211477411977584,0.00193381922086719,0.00129433814818619,"CCL2/EIF2S1/EIF2S3/EXOSC1/EXOSC2/HSPA5/CXCL8",7,"HEPATITIS C",6,"Unfolded protein response (UPR)"
"response of mtb to phagocytosis","response of mtb to phagocytosis","6/430","23/10821",0.000215624214133184,0.00195161916261362,0.00130625195242874,"HGS/MAPK1/MAPK3/NOS2/RAB5A/UBB",6,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"signaling by ptk6","signaling by ptk6","9/430","54/10821",0.000246124850144679,0.00215788364360814,0.00144430828338574,"AKT1/EGFR/ERBB2/HIF1A/HRAS/KRAS/SOCS3/STAT3/UBB",9,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"negative regulation of mapk pathway","negative regulation of mapk pathway","8/430","43/10821",0.00024814445507106,0.00215788364360814,0.00144430828338574,"HRAS/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/RAF1/UBB",8,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"tnf signaling","tnf signaling","8/430","43/10821",0.00024814445507106,0.00215788364360814,0.00144430828338574,"CASP8/CHUK/RACK1/IKBKB/TNF/TNFAIP3/TNFRSF1A/UBB",8,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"interleukin 6 family signaling","interleukin 6 family signaling","6/430","24/10821",0.000277950266417918,0.00237059506069897,0.00158667965849905,"CRLF1/IL6/OSM/SOCS3/STAT1/STAT3",6,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"map3k8 tpl2 dependent mapk1 3 activation","map3k8 tpl2 dependent mapk1 3 activation","5/430","16/10821",0.000293928452844567,0.00245957111012388,0.00164623284413442,"CHUK/IKBKB/MAP2K1/NFKB1/UBB",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"signaling by erbb2 ecd mutants","signaling by erbb2 ecd mutants","5/430","16/10821",0.000293928452844567,0.00245957111012388,0.00164623284413442,"EGFR/ERBB2/HRAS/HSP90AA1/KRAS",5,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"signalling to erks","signalling to erks","7/430","34/10821",0.000315561822236599,0.00261591903106414,0.00175087917109141,"HRAS/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/RIT2",7,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"signaling by nuclear receptors","signaling by nuclear receptors","25/430","297/10821",0.000324941734804855,0.00265976431237409,0.00178022556480032,"ABCA1/AGO2/AKT1/APOC1/APOE/AREG/BCL2/CXCL12/DDX5/EGFR/ESR1/FASN/FOS/FOXO3/HRAS/HSP90AA1/JUN/KRAS/MAPK1/MAPK3/MMP2/MMP9/MYC/SCD/SP1",25,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"deadenylation dependent mrna decay","deadenylation dependent mrna decay","9/430","56/10821",0.000326848151126016,0.00265976431237409,0.00178022556480032,"DDX6/EIF4A1/EIF4A2/EIF4G1/EXOSC1/EXOSC2/LSM1/SKIV2L/XRN1",9,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"dap12 interactions","dap12 interactions","8/430","45/10821",0.000344081212289948,0.00274954986757824,0.0018403205664441,"HLA-B/HLA-C/HLA-E/HRAS/KIR2DS2/KIR2DS3/KLRK1/KRAS",8,"HEPATITIS C",8,"Interferon stimulated genes: interleukins and antigen presentation"
"signaling by moderate kinase activity braf mutants","signaling by moderate kinase activity braf mutants","8/430","45/10821",0.000344081212289948,0.00274954986757824,0.0018403205664441,"HRAS/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/PHB/RAF1",8,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"signaling by egfr in cancer","signaling by egfr in cancer","6/430","25/10821",0.000353586263592517,0.00280027692684431,0.00187427305137387,"AREG/EGFR/HRAS/HSP90AA1/KRAS/UBB",6,"HEPATITIS C",4,"Signal transduction upon growth factor stimulation"
"selective autophagy","selective autophagy","11/430","82/10821",0.0003769896110761,0.00295920163738496,0.00198064406750741,"ATG5/ATM/CSNK2A1/HSP90AA1/HSPA8/PRKN/PLIN3/PRKAA2/SQSTM1/UBB/VIM",11,"HEPATITIS C",5,"Response to stress: autophagy, mitophagy, heatshock response"
"oncogene induced senescence","oncogene induced senescence","7/430","35/10821",0.00038114502997192,0.00296557580337801,0.00198491040539393,"CDKN2A/MAPK1/MAPK3/RB1/SP1/TP53/UBB",7,"HEPATITIS C",2,"Cell fate: apoptosis, senesence, differentiation"
"activation of irf3 irf7 mediated by tbk1 ikk epsilon","activation of irf3 irf7 mediated by tbk1 ikk epsilon","5/430","17/10821",0.000402902308895269,0.0031076030260009,0.00207997164500624,"IKBKE/IRF3/IRF7/TLR4/UBB",5,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"chylomicron assembly","chylomicron assembly","4/430","10/10821",0.000426622214281214,0.00323430687237126,0.0021647766878507,"APOB/APOC3/APOE/MTTP",4,"HEPATITIS C",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"chylomicron remodeling","chylomicron remodeling","4/430","10/10821",0.000426622214281214,0.00323430687237126,0.0021647766878507,"APOB/APOC3/APOE/LPL",4,"HEPATITIS C",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"fc epsilon receptor fceri signaling","fc epsilon receptor fceri signaling","18/430","186/10821",0.00043244829731542,0.00325069186202354,0.00217574344055216,"CHUK/FOS/HRAS/IKBKB/JUN/KRAS/MAP2K7/MAPK1/MAPK3/MAPK8/NFKB1/RELA/PAK1/PSMA7/PSMB9/PSME3/TRAF6/UBB",18,"HEPATITIS C",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
