"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"PSORIASIS_SYSTEMIC LUPUS ERYTHEMATOSUS","PSORIASIS","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,2.11763549760129e-37,2.9646896966418e-36,"ACE/ACTH/ADA/ADIPOQ/ALB/BCL2/BDNF/CCL2/CCR5/CCR6/CD19/CD274/CD28/CD40LG/CD69/CD79A/CDR3/CHI3L1/CIMT/CLEC16A/CRP/CXCL10/CXCR3/CXCR4/EGF/FAS/FASLG/FOXP3/GH1/GRN/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HMGB1/ICAM1/IFI16/IFIH1/IFNA1/IFNG/IGAN/IGF1/IGHE/IL1/IL10/IL12/IL12B/IL13/IL15/IL17A/IL17F/IL18/IL1B/IL1RN/IL2/IL21/IL22/IL23A/IL23R/IL27/IL2RA/IL33/IL37/IL4/IL6/IL8/IL9/INSRR/IRAK1/ITGAL/LCN2/LEP/LEPR/LGALS1/LYN/MIF/MIR146A/MIR155/MIR21/MMP9/MPO/MTHFR/MTOR/NF-KB/NFKB1/NGF/NTRK1/PDCD1/PLAT/PLG/PPARG/PRL/PTPN22/REL/RETN/SELL/SELPLG/SERPINE1/SIRT1/SPP1/STAT3/SUPEROXIDE DISMUTASE/TAP1/TAP2/TGFB1/TLR2/TLR4/TLR7/TLR9/TNF/TNFAIP3/TNFRSF1A/TNIP1/TP53/TRAF3IP2/TRAF6/TYK2/VDR/VEGFA",119,81.8062909762455,84.4453483058608,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",84.4453483058608
"PSORIASIS_SCLERODERMA","PSORIASIS","SCLERODERMA",2018,0,5.31066299567082e-35,6.19577349494929e-34,"ACE/ADA/ADAM17/ADIPOQ/ALB/BCL2/BDNF/CAV1/CCL2/CCL5/CCR2/CD109/CD163/CD19/CD28/CD40LG/CD69/CD79A/CRP/CTGF/CTNNB1/CXCL10/CXCR3/CXCR4/EDN1/EGFR/FAS/HLA-DRB1/HLA-DRB4/HP/ICAM1/IFI16/IFNA1/IFNG/IL1/IL10/IL12/IL13/IL15/IL17A/IL17B/IL1A/IL1RN/IL2/IL21/IL22/IL2RA/IL33/IL37/IL4/IL6/IL8/IL9/ITGAL/KDR/MAPK3/MIF/MIR155/MIR21/MMP9/MPO/MUC1/NF-KB/NGF/PPARG/PRL/PRS/PTH/PTPN22/S100A4/SERPINE1/SIRT1/SMAD7/SPP1/STAT3/TGFB1/TLR3/TLR4/TLR8/TLR9/TNC/TNF/TNIP1/TRIB3/VEGFA",85,76.4640257965688,78.9207615693901,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",78.9207615693901
"PSORIASIS_RESPIRATORY SYNCYTIAL VIRUS INFECTION","PSORIASIS","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,0,1.07393897387631e-22,5.78274832087246e-22,"CCL2/CCL5/CCR1/CD79A/CX3CR1/CXCL10/FAS/HLA-E/ICAM1/IFNA1/IFNB1/IFNG/IGHE/IL10/IL12/IL13/IL17A/IL18/IL1B/IL2/IL33/IL37/IL4/IL6/IL8/MMP9/MPO/NFE2L2/NF-KB/NFKB1/NGF/PDCD1/S100A9/SPP1/SUBSTANCE P/TGFB1/TLR3/TLR4/TLR7/TNF/TSLP",41,48.9019929881531,50.5855388727409,"INFLAMMATORY","INFECTIOUS","between_classes","INFLAMMATORY_vs_INFECTIOUS",50.5855388727409
"PSORIASIS_DEMENTIA","PSORIASIS","DEMENTIA",2018,0,3.24929663650609e-11,8.4241023909417e-11,"ACE/ACTH/ADIPOQ/ALB/APOE/BDNF/CCL2/CCR5/CD40LG/CD79A/CHI3L1/COMT/CRH/CRP/CXCL10/DYT10/GCG/GH1/GRN/HP/IGF1/IL10/IL15/IL1B/IL6/IL8/INSRR/KLK6/LEP/LPA/MMP9/MTHFR/NF-KB/NGF/PPARG/PRL/PTH/RETN/S100B/SST/SUPEROXIDE DISMUTASE/TNF/TP53/VEGFA",44,23.1973390935065,24.1499974695515,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",24.1499974695515
"PSORIASIS_DEPRESSION","PSORIASIS","DEPRESSION",2018,0,1.02361445643539e-09,2.04722891287079e-09,"ACE/ACTH/ADIPOQ/AKT1/ALB/ALOX5/APOE/BCL2/BDNF/CCL2/COMT/CRH/CRHR1/CRP/CTNNB1/DPP4/DUSP1/EDN1/ENPEP/GCG/GH1/HMGB1/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL2RA/IL6/IL8/KDR/LCN2/LEP/LEPR/MAPK3/MIF/MTHFR/MTOR/NFE2L2/NF-KB/NGF/NOS2/NTRK1/NUCB2/PDE4A/PLA2G1B/PLAT/PPARG/PRL/PTGS2/PTH/RAC1/S100B/SELP/SERPINB3/SERPINE1/SIRT1/SST/STAT3/SUBSTANCE P/TGFB1/TLR3/TLR4/TNF/TRPV1/VEGFA",74,20.0067787080532,20.6999258886131,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",20.6999258886131
"PSORIASIS_PARKINSON'S DISEASE","PSORIASIS","PARKINSON'S DISEASE",2018,0,1.42132912757949e-08,2.68900105217742e-08,"ADIPOQ/AKT1/ALB/APOE/BCL2/BDNF/CCL2/CCL5/CD163/COMT/CP/CRH/CRP/CSF2/CTNNB1/CX3CR1/CXCL10/EGF/EGFR/FAS/FASLG/GCG/GH1/GLP1R/GRN/GSTT1/HDAC/HMGB1/HMOX1/HP/HPGDS/IFNG/IGF1/IL1/IL10/IL1B/IL6/KLK6/LEP/MIF/MMP9/MPO/MTHFR/MTOR/NFE2L2/NF-KB/NFKB1/NGF/NOS2/NR4A2/PDC/PDE4A/PPARA/PPARG/PRL/PTGS2/S100B/SIRT1/SPP1/SST/SUBSTANCE P/SUPEROXIDE DISMUTASE/TAP1/TGFB1/TLR2/TLR4/TNF/TP53/VDR/VEGFA/VIP",71,17.4315109753762,18.0690883047814,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",18.0690883047814
"PSORIASIS_AUTISM","PSORIASIS","AUTISM",2018,0,8.97567300605467e-06,1.36586328353006e-05,"ACTH/ADA/ADIPOQ/AKT1/APOE/BCL2/BDNF/CCL2/CD79A/CLEC7A/COMT/CP/CRH/CRP/CTNNB1/DPP4/EGF/ENPEP/GH1/GRN/HDAC/HLA-B/HLA-DRB1/HLA-DRB4/HMGB1/IFI16/IFNG/IGF1/IL12/IL13/IL17A/IL18/IL23A/IL6/IL8/JUN/LEP/MIR21/MMP9/MPO/MTHFR/MTOR/NF-KB/NFKB1/NGF/PRL/PRS/S100B/SPP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/VDR",54,11.201138794094,11.6209926396543,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",11.6209926396543
"PSORIASIS_HUNTINGTON DISEASE","PSORIASIS","HUNTINGTON DISEASE",2018,0,0.000134704717120601,0.000181333273046962,"AKT1/APOE/BDNF/COMT/CTNNB1/FASLG/FLVCR1/GH1/GRN/HDAC/HP/IGF1/IL6/MAPK3/MTOR/NFE2L2/NF-KB/NFKB1/NGF/PPARG/PRL/SIRT1/SST/SUBSTANCE P/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/TRAF6",29,8.6151739322381,8.91242545570603,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",8.91242545570603
"SALMONELLA INFECTION_BACTERIAL INFECTION DUE TO PSEUDOMONAS","SALMONELLA INFECTION","BACTERIAL INFECTION DUE TO PSEUDOMONAS",2018,0,1.0952233658863e-23,3.83328178060206e-22,"ABCG2/ACSS2/ASRGL1/AZIN2/BCAR1/C5ORF27/CASP1/CAT/CAV1/CD79A/CFP/CFTR/CHIA/CLPP/CRP/CTSA/CUL9/CYP27A1/DEFB4A/DNASE1/DUOX1/EEF1A1/EGF/EGFR/ELANE/F2/FLVCR1/FN1/FOS/GLB1/GLO1/GLUL/HSPB3/HSPD1/IFNG/IGHG1/IGHM/IL1/IL10/IL12/IL1B/IL2/IL37/IL4/IL6/IL8/KRT12/LEPREL2/LONP1/LRP1/LRP5/LTF/LYZ/MIF/MTMR11/MTOR/MYD88/NF-KB/NFKB1/NLRC4/NOS2/NT5C2/OTC/PCK1/PCK2/PEPB/PGD/PI3/PROC/PTGS2/PTPRA/RAD51/S100A8/SERPINB2/SERPINB6/SFTPA1/SULT1A3/SUMF2/SUPEROXIDE DISMUTASE/TCOF1/TF/TFPI/TLR2/TLR4/TLR5/TNF/TOP2A/TRIM25/UBE2V1/UBIQUITIN/VEGFA/VIM/VIPR1",93,49.3131507477969,52.8684988092864,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",52.8684988092864
"SALMONELLA INFECTION_BEHCET SYNDROME","SALMONELLA INFECTION","BEHCET SYNDROME",2018,0,3.33018562124408e-22,7.7704331162362e-21,"ADM/CAT/CCL2/CRP/EGF/F2/GUSB/HLA-DRB4/HLA-E/HMOX1/HSP90B2P/HSPD1/IFNA1/IFNG/IL1/IL10/IL12/IL15/IL17A/IL18/IL1B/IL2/IL23A/IL37/IL4/IL6/IL8/ITGAM/LAMP1/MBL2/MIF/NOD2/PROC/STAT4/SUPEROXIDE DISMUTASE/TBX21/TFPI/TGFB1/TLR2/TLR4/TNF/VDR/VEGFA",43,46.3039610479336,49.4538440013148,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",49.4538440013148
"SALMONELLA INFECTION_CHRONIC ULCERATIVE COLITIS","SALMONELLA INFECTION","CHRONIC ULCERATIVE COLITIS",2018,0,5.04756576736026e-20,8.83324009288046e-19,"ABCB1/ADM/AKT1/ALPI/ATG16L1/BAX/BECN1/C3/CAT/CCL20/CD79A/CLDN2/CRP/CTNNB1/DMBT1/EGF/F2/GUCY2C/HLA-DRB4/HSPA4/HSPD1/IFNB1/IFNG/IGHG1/IL1/IL10/IL12/IL17A/IL1B/IL2/IL22/IL23A/IL37/IL4/IL6/IL8/ITGAE/KDR/KRAS/LTF/LYZ/MAPK8/MIF/MIR155/MIR29A/MRAP/MUC2/NF-KB/NFKB1/NLRP3/NOD1/NOD2/NOS2/PPARG/PTGS2/S100A8/S100B/SLC11A1/SST/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR2/TLR4/TLR9/TNF/TXN/VDR/VEGFA",71,41.5705948781415,44.4327957590709,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",44.4327957590709
"SALMONELLA INFECTION_YERSINIA INFECTION","SALMONELLA INFECTION","YERSINIA INFECTION",2018,0,1.65003718338098e-19,2.31005205673337e-18,"AZIN2/CASP1/CASP3/CD79A/CRP/DDX6/ELANE/GLB1/HRASLS/HSPA4/HSPD1/HTRA1/IFNG/IGHM/IL10/IL12/IL8/KAL1/KRT12/MRAP/NF-KB/NFKB1/PCK1/PCK2/PROC/PTK2/SELENBP1/SFTPA1/TCOF1/TLR2/TLR4/TNF/UBIQUITIN/VEGFA",34,40.6092616142306,43.2483189438459,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",43.2483189438459
"SALMONELLA INFECTION_HELICOBACTER PYLORI INFECTION","SALMONELLA INFECTION","HELICOBACTER PYLORI INFECTION",2018,0,1.09365437760988e-18,1.27593010721153e-17,"AKT1/CASP3/CAT/CD274/CD79A/CDKN2A/CRP/CTNNB1/DEFB4A/EGFR/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL22/IL23A/IL4/IL6/IL8/IQGAP1/JUN/MBL2/MIR155/NF-KB/NFKB1/NOD1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR5/TLR9/TNF/VEGFA",38,38.900271172389,41.3570069452103,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",41.3570069452103
"SALMONELLA INFECTION_MALARIA","SALMONELLA INFECTION","MALARIA",2018,0,5.62011006250873e-18,5.62011006250873e-17,"AKT1/ALPI/C3/CASP1/CAT/CCL2/CD274/CD40LG/CFP/CRP/CYP27A1/DNAJC5/EGF/FCN2/HAMP/HAP1/HLA-DRB4/HLA-E/HMOX1/HSP90B2P/HSPA4/HSPB3/ICOS/IFNA1/IFNB1/IFNG/IFNGR1/IGHG1/IGHM/IL1/IL10/IL12/IL15/IL17A/IL18/IL1B/IL2/IL22/IL4/IL6/IL8/ITGAM/ITGAX/KDR/LGALS3/LMLN/LYZ/MBL2/MIF/MS4A1/MTOR/NF-KB/NLRP3/NOS2/NT5C2/NTS/PDCD1/PGD/PPARG/PROC/PYCARD/STAT3/SULT1A3/SUPEROXIDE DISMUTASE/TBC1D24/TBX21/TF/TFPI/TGFB1/TLR2/TLR4/TLR9/TNF/TXN/VEGFA/WLS",76,37.4175953331087,39.7201804261027,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",39.7201804261027
"SALMONELLA INFECTION_BACILLARY DYSENTERY","SALMONELLA INFECTION","BACILLARY DYSENTERY",2018,0,2.25941894964929e-17,1.97699158094313e-16,"ATG16L1/ATG5/BCAR1/CALCOCO2/CASP1/CAT/CD79A/CDC42/CYP27A1/ELANE/GLB1/GUSB/IFNA1/IFNG/IL18/IL1B/IL8/KRT12/LTF/MAP1LC3A/NF-KB/NFKB1/NLRC4/NOD1/PYCARD/RAC1/RAD51/SERPINB2/SPEG/SQSTM1/SUMF2/TNF/UBIQUITIN/VIPR1",34,36.1597852022265,38.328838902596,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",38.328838902596
"SALMONELLA INFECTION_SARCOIDOSIS","SALMONELLA INFECTION","SARCOIDOSIS",2018,0,4.41105605797124e-16,3.08773924057987e-15,"AKT1/CCL2/CD274/CD79A/CRP/FN1/HLA-DRB4/HLA-E/HSPA4/IFNA1/IFNB1/IFNG/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL4/IL6/IL8/ITGAE/LYZ/MTOR/NF-KB/NOD1/NOD2/PDCD1/PPARG/SLC11A1/SST/TBX21/TF/TGFB1/TLR2/TLR4/TLR9/TNF/VEGFA/VIM",42,33.411337209131,35.3572473581864,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",35.3572473581864
"SALMONELLA INFECTION_LYME DISEASE","SALMONELLA INFECTION","LYME DISEASE",2018,0,3.03574732139645e-13,1.63463317305963e-12,"CCL2/EEF1A1/FN1/HLA-E/HSPD1/HTRA1/IFNA1/IFNB1/IFNG/IGHM/IL1/IL10/IL12/IL17A/IL1B/IL23A/IL4/IL6/LEPREL2/MIR155/MYD88/NT5C2/PROC/RAD51/SUPEROXIDE DISMUTASE/TLR2/TNF/TOP2A",28,27.1396026957365,28.8231485803243,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",28.8231485803243
"SALMONELLA INFECTION_CROHN'S DISEASE","SALMONELLA INFECTION","CROHN'S DISEASE",2018,0,3.6056986319677e-13,1.80284931598385e-12,"ATG16L1/CASP3/CAT/CCL2/CD274/CD40LG/CD79A/CLDN2/CRP/CTNNB1/DEFB4A/DMBT1/ENTPD1/FN1/GP2/HLA-DRB4/HLA-E/HSPA4/IFNG/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL22/IL23A/IL37/IL6/IL8/LCN2/LTF/LYZ/MBL2/MIF/MUC2/NF-KB/NFKB1/NLRP3/NOD2/NOX1/PTGS2/RPSA/RTN1/SLC11A1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR4/TLR5/TNF/VDR/VEGFA",57,27.0416527492521,28.6510906616862,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",28.6510906616862
"SALMONELLA INFECTION_PARKINSON'S DISEASE","SALMONELLA INFECTION","PARKINSON'S DISEASE",2018,0,9.73468810103747e-05,0.000154870037971051,"ABCB1/ABCG2/AKT1/ATG5/BAX/BECN1/CASP1/CASP3/CAT/CCL2/CRP/CTNNB1/CX3CR1/EGF/EGFR/F2/GJA1/GLB1/GSTT1/HFE/HMOX1/HSPA4/IFNG/IL1/IL10/IL1B/IL6/LAMP1/LAMP2/LBP/LYZ/MAPK8/MIF/MTOR/NAT2/NF-KB/NFKB1/NOD2/NOS2/NTS/PKD1/PPARG/PRNP/PTGS2/RIDA/S100B/SLC11A2/SMPD1/SP1/SST/SUPEROXIDE DISMUTASE/TF/TGFB1/TLR2/TLR4/TNF/UBIQUITIN/VDR/VEGFA/VIM",60,8.77292425745607,9.23722986558716,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",9.23722986558716
"SALMONELLA INFECTION_DEPRESSION","SALMONELLA INFECTION","DEPRESSION",2018,0,0.00190604476949891,0.00261613987970438,"ABCB1/ACCS/AKT1/ARC/CASP1/CASP3/CCL2/CFP/CRP/CTNNB1/FOS/GJA1/GLO1/HSPA4/IFNA1/IFNB1/IFNG/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL6/IL8/KDR/LBP/LCN2/MIF/MTOR/NF-KB/NLRP3/NOS2/NTS/PGD/PPARG/PSEN1/PTGS2/PYCARD/RAC1/S100B/SDS/SELENBP1/SERPINB2/SMPD1/SP6/SST/STAT3/TBCA/TBX21/TGFB1/TLR4/TNF/VEGFA",55,5.94605537598169,6.26272498530672,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",6.26272498530672
"SALMONELLA INFECTION_HUNTINGTON DISEASE","SALMONELLA INFECTION","HUNTINGTON DISEASE",2018,0,0.0158476266459192,0.0181858010690876,"ABCB1/AKT1/CASP1/CASP2/CASP3/CTNNB1/FLVCR1/GLUL/HAP1/HSPA4/IL6/MAPK8/MTOR/NF-KB/NFKB1/PPARG/SP1/SQSTM1/SST/SUPEROXIDE DISMUTASE/TGFB1/TNF/UBIQUITIN",23,4.00711415042253,4.14473552829858,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",4.14473552829858
"SALMONELLA INFECTION_DEMENTIA","SALMONELLA INFECTION","DEMENTIA",2018,0,0.0353749013845271,0.0386912983893265,"ABCB1/CCL2/CD40LG/CD79A/CRP/DNASE1/IL10/IL15/IL1B/IL6/IL8/NF-KB/PPARG/PRNP/PSEN1/S100B/SELENBP1/SST/SUPEROXIDE DISMUTASE/TF/TNF/UBIQUITIN/VEGFA",23,3.25214055204948,3.34175271073917,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",3.34175271073917
"SALMONELLA INFECTION_BIPOLAR AFFECTIVE PSYCHOSIS","SALMONELLA INFECTION","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,0.274617012098991,0.286913296222826,"CAT/CCL2/CFP/CRP/IL2/IL4/IL6/IL8/PRNP/S100B/SST/SUPEROXIDE DISMUTASE/TLR2/TLR4/TNF",15,1.24857521261827,1.29237783527666,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",1.29237783527666
"SARCOIDOSIS_SYSTEMIC LUPUS ERYTHEMATOSUS","SARCOIDOSIS","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,4.69344165966692e-49,1.64270458088342e-47,"ACE/ACTH/ADA/ALB/AVP/B2M/CCL2/CCR5/CD14/CD274/CD79A/CHI3L1/CRP/CTLA4/CXCL10/EPO/FAS/FCGR2A/FCGR3A/FCGR3B/FN1/FOXP3/HGF/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HSPA4/ICAM1/IFNA1/IFNG/IGAN/IGHE/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL23R/IL27/IL2RA/IL4/IL6/IL8/MMP9/MTOR/NF-KB/NGF/NOD2/PDCD1/PPARG/RBM45/SAA1/SPP1/STAT1/TAP1/TAP2/TBX21/TF/TGFB1/THM/TLR2/TLR4/TLR9/TNF/TNFRSF13B/TNFRSF1B/TNFRSF25/TNFSF13B/TP53/VEGFA/VIM",76,107.725155352528,111.280503414018,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",111.280503414018
"SARCOIDOSIS_ARTHRITIS","SARCOIDOSIS","ARTHRITIS",2018,0,3.41906257574619e-45,7.97781267674111e-44,"ACE/ACTH/ADA/AKT1/ALB/B2M/CCL2/CCL5/CCR5/CD14/CD274/CD4/CD79A/CD80/CD86/CHI3L1/CRP/CSF2/CTLA4/CXCL10/EDN1/EPO/FAS/FCGR2A/FCGR3A/FN1/FOXP3/HIF1A/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL27/IL2RA/IL4/IL6/IL8/LYZ/MMP2/MMP9/MT1JP/NELFCD/NF-KB/NGF/NOD2/PDCD1/PPARG/PTH/RBM45/SAA1/SLC11A1/SPP1/SST/STAT1/TBX21/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF1B/TNFRSF25/TNFSF13B/TP53/VEGFA/VIP",79,99.2370798185078,102.386962771889,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",102.386962771889
"SARCOIDOSIS_CHRONIC ULCERATIVE COLITIS","SARCOIDOSIS","CHRONIC ULCERATIVE COLITIS",2018,0,1.88078714704765e-40,3.29137750733338e-39,"ACE/ACTH/AKT1/ALB/CD14/CD79A/CRP/CTLA4/CXCL10/EDN1/FAS/FOXP3/HGF/HIF1A/HLA-DRB1/HLA-DRB4/HLA-G/HSPA4/ICAM1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL17A/IL1B/IL1RN/IL2/IL23R/IL27/IL2RA/IL4/IL6/IL8/ITGAE/LYZ/MMP9/MUC1/NF-KB/NOD1/NOD2/PPARG/RBM45/SLC11A1/SST/STAT1/TBX21/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF25/TP53/VEGFA/VIP",58,88.6095124543808,91.4717133353103,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",91.4717133353103
"SARCOIDOSIS_PSORIASIS","SARCOIDOSIS","PSORIASIS",2018,0,2.54840714877308e-39,3.56777000828231e-38,"ACE/ACTH/ADA/AKT1/ALB/CCL2/CCL5/CCR5/CD274/CD4/CD79A/CD80/CHI3L1/CRP/CSF2/CXCL10/EDN1/FAS/FOXP3/HIF1A/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/ICAM1/IFNA1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL23R/IL27/IL2RA/IL4/IL6/IL8/MMP9/MTOR/MUC1/NF-KB/NGF/PDCD1/PPARG/PTH/SPP1/SST/TAP1/TAP2/TGFB1/TLR2/TLR4/TLR9/TNF/TP53/VEGFA/VIP",65,86.2262927806957,88.865350110311,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",88.865350110311
"SARCOIDOSIS_CROHN'S DISEASE","SARCOIDOSIS","CROHN'S DISEASE",2018,0,1.72967269785543e-37,1.72967269785543e-36,"ACE/ACTH/ALB/CCL2/CCL5/CD14/CD274/CD79A/CD80/CRP/CSF2/CTLA4/CXCL10/FN1/FOXP3/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HSPA4/ICAM1/IFNG/IGAN/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL23R/IL27/IL2RA/IL6/IL8/LYZ/MMP2/MMP9/NF-KB/NOD2/RBM45/SAA1/SLC11A1/SPP1/STAT1/TBX21/TGFB1/TLR4/TNF/TP53/VEGFA/VIP",54,82.3451311491661,84.6477162421601,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",84.6477162421601
"SARCOIDOSIS_DEMENTIA","SARCOIDOSIS","DEMENTIA",2018,0,2.11915777580433e-14,5.11520842435527e-14,"ACE/ACTH/ALB/AVP/B2M/CCL2/CCR5/CD79A/CHI3L1/CRP/CXCL10/EPO/HGF/IL10/IL1B/IL6/IL8/MMP9/NF-KB/NGF/PPARG/PTH/SAA1/SST/TF/TNF/TP53/VEGFA",28,30.6039731556687,31.4851725677316,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",31.4851725677316
"SARCOIDOSIS_DEPRESSION","SARCOIDOSIS","DEPRESSION",2018,0,1.83405936345039e-12,3.77600457180962e-12,"ACE/ACTH/AKT1/ALB/AVP/CCL2/CRP/EDN1/EPO/GIF/HGF/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL2RA/IL6/IL8/MMP2/MTOR/NF-KB/NGF/PPARG/PTH/SST/TBX21/TGFB1/TLR4/TNF/TST/VEGFA",40,26.3023546568914,27.0244893743246,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",27.0244893743246
"SARCOIDOSIS_PARKINSON'S DISEASE","SARCOIDOSIS","PARKINSON'S DISEASE",2018,0,7.2007790931974e-10,1.22940130859468e-09,"AKT1/ALB/AVP/CCL2/CCL5/CRP/CSF2/CXCL10/EPO/FAS/HGF/HSPA4/IFNG/IL1/IL10/IL1B/IL6/LYZ/MMP9/MTOR/NF-KB/NGF/NOD2/PPARG/SPP1/SST/TAP1/TF/TGFB1/TLR2/TLR4/TNF/TP53/VEGFA/VIM/VIP",36,20.5167385270389,21.0516617023839,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",21.0516617023839
"SARCOIDOSIS_AUTISM","SARCOIDOSIS","AUTISM",2018,0,2.51891409424965e-07,3.6734163874474e-07,"ACTH/ADA/AKT1/AVP/CCL2/CD79A/CRP/HGF/HLA-B/HLA-DRB1/HLA-DRB4/IFNG/IL12/IL17A/IL18/IL6/IL8/MMP9/MTOR/NF-KB/NGF/RBM45/SAA1/SPP1/TF/TGFB1/TNF/TP53",28,14.8169735261444,15.1942677572858,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",15.1942677572858
"SARCOIDOSIS_BIPOLAR AFFECTIVE PSYCHOSIS","SARCOIDOSIS","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,4.46110829076725e-05,5.47855404129312e-05,"AVP/CCL2/CRP/EPO/IL2/IL4/IL6/IL8/MMP9/SAA1/SST/TLR2/TLR4/TNF",14,9.81208425990566,10.0175282341205,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",10.0175282341205
