"Id","Label","Class"
"TFG","TFG","Gene"
"COMMD2","COMMD2","Gene"
"LMAN2L","LMAN2L","Gene"
"TTL","TTL","Gene"
"ASB3","ASB3","Gene"
"IFIH1","IFIH1","Gene"
"MOGS","MOGS","Gene"
"EVA1A","EVA1A","Gene"
"IGFBP5","IGFBP5","Gene"
"ST3GAL5","ST3GAL5","Gene"
"CHST10","CHST10","Gene"
"DCAF17","DCAF17","Gene"
"ICMT","ICMT","Gene"
"QSOX1","QSOX1","Gene"
"PARK7","PARK7","Gene"
"EDEM3","EDEM3","Gene"
"FBXO2","FBXO2","Gene"
"ST6GALNAC5","ST6GALNAC5","Gene"
"UAP1","UAP1","Gene"
"RAB29","RAB29","Gene"
"DPH5","DPH5","Gene"
"MAN1C1","MAN1C1","Gene"
"DHDDS","DHDDS","Gene"
"FBXO30","FBXO30","Gene"
"TNFAIP3","TNFAIP3","Gene"
"RAB32","RAB32","Gene"
"EEF2KMT","EEF2KMT","Gene"
"UCHL3","UCHL3","Gene"
"PIGZ","PIGZ","Gene"
"SENP5","SENP5","Gene"
"PPP6C","PPP6C","Gene"
"ALG2","ALG2","Gene"
"DCAF4","DCAF4","Gene"
"TTLL5","TTLL5","Gene"
"DNMT3A","DNMT3A","Gene"
"IDE","IDE","Gene"
"TECTB","TECTB","Gene"
"SEC16B","SEC16B","Gene"
"TTLL2","TTLL2","Gene"
"KBTBD7","KBTBD7","Gene"
"ALG5","ALG5","Gene"
"SEC22A","SEC22A","Gene"
"XPNPEP2","XPNPEP2","Gene"
"COPA","COPA","Gene"
"RWDD3","RWDD3","Gene"
"RECK","RECK","Gene"
"DCAF10","DCAF10","Gene"
"RAB9B","RAB9B","Gene"
"ATXN3L","ATXN3L","Gene"
"RAB9A","RAB9A","Gene"
"RAB38","RAB38","Gene"
"OBSL1","OBSL1","Gene"
"PIGT","PIGT","Gene"
"RAB22A","RAB22A","Gene"
"NEURL2","NEURL2","Gene"
"CHST8","CHST8","Gene"
"STAMBP","STAMBP","Gene"
"NAGK","NAGK","Gene"
"USP22","USP22","Gene"
"LYPD3","LYPD3","Gene"
"NRN1","NRN1","Gene"
"RAB17","RAB17","Gene"
"AMELX","AMELX","Gene"
"NAPB","NAPB","Gene"
"TBC1D20","TBC1D20","Gene"
"TMEM115","TMEM115","Gene"
"UBA2","UBA2","Gene"
"BECN1","BECN1","Gene"
"CFP","CFP","Gene"
"TRAF2","TRAF2","Gene"
"FBXL12","FBXL12","Gene"
"FBXL16","FBXL16","Gene"
"MGAT3","MGAT3","Gene"
"VGF","VGF","Gene"
"CALU","CALU","Gene"
"COPB1","COPB1","Gene"
"MPDU1","MPDU1","Gene"
"RAB2B","RAB2B","Gene"
"DAD1","DAD1","Gene"
"DOHH","DOHH","Gene"
"PRKCSH","PRKCSH","Gene"
"DDA1","DDA1","Gene"
"TULP4","TULP4","Gene"
"BMP15","BMP15","Gene"
"HRC","HRC","Gene"
"ADRM1","ADRM1","Gene"
"POMT1","POMT1","Gene"
"DNMT1","DNMT1","Gene"
"UBA1","UBA1","Gene"
"ULBP2","ULBP2","Gene"
"TTLL9","TTLL9","Gene"
"TEX101","TEX101","Gene"
"TRAF3","TRAF3","Gene"
"MGAT1","MGAT1","Gene"
"GFPT2","GFPT2","Gene"
"SELENOS","SELENOS","Gene"
"LRRC41","LRRC41","Gene"
"UBE2G1","UBE2G1","Gene"
"ENAM","ENAM","Gene"
"EIF5A","EIF5A","Gene"
"RAB25","RAB25","Gene"
"DCAF8","DCAF8","Gene"
"DPH2","DPH2","Gene"
"FBXO44","FBXO44","Gene"
"COG6","COG6","Gene"
"RNF128","RNF128","Gene"
"LARGE1","LARGE1","Gene"
"VHL","VHL","Gene"
"EDEM1","EDEM1","Gene"
"DPH6","DPH6","Gene"
"NAPG","NAPG","Gene"
"USP26","USP26","Gene"
"RAB33A","RAB33A","Gene"
"TPGS2","TPGS2","Gene"
"STT3A","STT3A","Gene"
"TMED7","TMED7","Gene"
"AGTPBP1","AGTPBP1","Gene"
"GOLM1","GOLM1","Gene"
"USP30","USP30","Gene"
"FBXO21","FBXO21","Gene"
"CPM","CPM","Gene"
"FBXL8","FBXL8","Gene"
"COG2","COG2","Gene"
"NPL","NPL","Gene"
"PIGC","PIGC","Gene"
"TTLL4","TTLL4","Gene"
"USP37","USP37","Gene"
"USP44","USP44","Gene"
"CKAP4","CKAP4","Gene"
"THSD1","THSD1","Gene"
"COG3","COG3","Gene"
"LMO7","LMO7","Gene"
"KDELR2","KDELR2","Gene"
"IL6","IL6","Gene"
"ADAMTS7","ADAMTS7","Gene"
"UGGT1","UGGT1","Gene"
"STX17","STX17","Gene"
"USP20","USP20","Gene"
"DPM2","DPM2","Gene"
"RIPK1","RIPK1","Gene"
"RAB30","RAB30","Gene"
"DCUN1D5","DCUN1D5","Gene"
"RTF1","RTF1","Gene"
"LRRC49","LRRC49","Gene"
"TTLL7","TTLL7","Gene"
"PREB","PREB","Gene"
"FBXO11","FBXO11","Gene"
"STAMBPL1","STAMBPL1","Gene"
"TTLL8","TTLL8","Gene"
"ALG10","ALG10","Gene"
"ETFBKMT","ETFBKMT","Gene"
"PEX5","PEX5","Gene"
"RAB20","RAB20","Gene"
"MDGA2","MDGA2","Gene"
"DCAF5","DCAF5","Gene"
"RAB15","RAB15","Gene"
"SERPINA10","SERPINA10","Gene"
"WDR20","WDR20","Gene"
"COMMD4","COMMD4","Gene"
"UBE2Q2","UBE2Q2","Gene"
"USP3","USP3","Gene"
"ADAMTS17","ADAMTS17","Gene"
"LMAN1L","LMAN1L","Gene"
"MFGE8","MFGE8","Gene"
"PMM2","PMM2","Gene"
"MBTPS1","MBTPS1","Gene"
"PTRH2","PTRH2","Gene"
"ASGR1","ASGR1","Gene"
"RAB40B","RAB40B","Gene"
"FN3KRP","FN3KRP","Gene"
"FOXK2","FOXK2","Gene"
"MBD1","MBD1","Gene"
"FBXO15","FBXO15","Gene"
"IGFBP4","IGFBP4","Gene"
"TPGS1","TPGS1","Gene"
"FEM1A","FEM1A","Gene"
"SAE1","SAE1","Gene"
"ADAMTS10","ADAMTS10","Gene"
"PEX14","PEX14","Gene"
"WDTC1","WDTC1","Gene"
"CCN1","CCN1","Gene"
"PIGK","PIGK","Gene"
"DCAF6","DCAF6","Gene"
"USP21","USP21","Gene"
"PIGM","PIGM","Gene"
"ADAMTSL4","ADAMTSL4","Gene"
"RAB13","RAB13","Gene"
"CNIH3","CNIH3","Gene"
"PDIA6","PDIA6","Gene"
"ASXL2","ASXL2","Gene"
"ST6GAL2","ST6GAL2","Gene"
"THSD7B","THSD7B","Gene"
"METTL21A","METTL21A","Gene"
"GMPPA","GMPPA","Gene"
"CNTN4","CNTN4","Gene"
"POMGNT2","POMGNT2","Gene"
"UBA3","UBA3","Gene"
"NICN1","NICN1","Gene"
"AHSG","AHSG","Gene"
"MARCH6","MARCH6","Gene"
"FEM1C","FEM1C","Gene"
"COMMD10","COMMD10","Gene"
"ADAMTS19","ADAMTS19","Gene"
"TNIP1","TNIP1","Gene"
"KLHL3","KLHL3","Gene"
"SHPRH","SHPRH","Gene"
"ASB15","ASB15","Gene"
"AGBL3","AGBL3","Gene"
"ASB10","ASB10","Gene"
"RAB19","RAB19","Gene"
"RAB41","RAB41","Gene"
"OGT","OGT","Gene"
"UHRF2","UHRF2","Gene"
"FBXO10","FBXO10","Gene"
"ASB6","ASB6","Gene"
"SEC16A","SEC16A","Gene"
"DPH7","DPH7","Gene"
"COMMD3","COMMD3","Gene"
"ST8SIA6","ST8SIA6","Gene"
"FUOM","FUOM","Gene"
"ARFGAP2","ARFGAP2","Gene"
"COMMD7","COMMD7","Gene"
"CNTN5","CNTN5","Gene"
"DCUN1D2","DCUN1D2","Gene"
"EEF1AKMT1","EEF1AKMT1","Gene"
"MIA2","MIA2","Gene"
"LYPD1","LYPD1","Gene"
"LYPD6B","LYPD6B","Gene"
"PRSS23","PRSS23","Gene"
"NGLY1","NGLY1","Gene"
"ADAMTS12","ADAMTS12","Gene"
"ITIH2","ITIH2","Gene"
"KIN","KIN","Gene"
"PIGF","PIGF","Gene"
"RNF144A","RNF144A","Gene"
"MGAT5","MGAT5","Gene"
"USP12","USP12","Gene"
"SPARCL1","SPARCL1","Gene"
"MEPE","MEPE","Gene"
"RAB3C","RAB3C","Gene"
"NUS1","NUS1","Gene"
"ASB17","ASB17","Gene"
"THY1","THY1","Gene"
"OTULIN","OTULIN","Gene"
"UCHL1","UCHL1","Gene"
"MIA3","MIA3","Gene"
"DPH3","DPH3","Gene"
"RAB6B","RAB6B","Gene"
"USP25","USP25","Gene"
"OTOA","OTOA","Gene"
"RNF20","RNF20","Gene"
"RAET1L","RAET1L","Gene"
"RAB39B","RAB39B","Gene"
"ADAMTSL3","ADAMTSL3","Gene"
"ART3","ART3","Gene"
"USP16","USP16","Gene"
"ANKRD9","ANKRD9","Gene"
"CD109","CD109","Gene"
"NSMCE2","NSMCE2","Gene"
"FCSK","FCSK","Gene"
"PEX10","PEX10","Gene"
"COPG2","COPG2","Gene"
"ALG8","ALG8","Gene"
"UBE2Z","UBE2Z","Gene"
"AMFR","AMFR","Gene"
"NAE1","NAE1","Gene"
"SPON2","SPON2","Gene"
"LYPD5","LYPD5","Gene"
"GNE","GNE","Gene"
"UBE2J2","UBE2J2","Gene"
"TRAPPC10","TRAPPC10","Gene"
"ADAMTS13","ADAMTS13","Gene"
"ST6GALNAC6","ST6GALNAC6","Gene"
"SAFB","SAFB","Gene"
"LY6K","LY6K","Gene"
"LY6E","LY6E","Gene"
"MGAT4B","MGAT4B","Gene"
"FBXL13","FBXL13","Gene"
"AC010605.1","AC010605.1","Gene"
"ASB16","ASB16","Gene"
"JOSD2","JOSD2","Gene"
"ASGR2","ASGR2","Gene"
"SPSB3","SPSB3","Gene"
"CCNF","CCNF","Gene"
"AMDHD2","AMDHD2","Gene"
"UBXN1","UBXN1","Gene"
"STX5","STX5","Gene"
"SYVN1","SYVN1","Gene"
"USP24","USP24","Gene"
"KLHL21","KLHL21","Gene"
"ALPL","ALPL","Gene"
"TTLL10","TTLL10","Gene"
"MXRA8","MXRA8","Gene"
"MYSM1","MYSM1","Gene"
"NTNG1","NTNG1","Gene"
"NLRP3","NLRP3","Gene"
"FCGR3B","FCGR3B","Gene"
"B3GALNT2","B3GALNT2","Gene"
"PEX13","PEX13","Gene"
"FBXO41","FBXO41","Gene"
"SMC6","SMC6","Gene"
"DCAF16","DCAF16","Gene"
"ALPG","ALPG","Gene"
"KBTBD8","KBTBD8","Gene"
"IGFBP7","IGFBP7","Gene"
"EIF5A2","EIF5A2","Gene"
"ATXN7","ATXN7","Gene"
"FBXO40","FBXO40","Gene"
"SENP2","SENP2","Gene"
"RFT1","RFT1","Gene"
"UBXN7","UBXN7","Gene"
"PIGX","PIGX","Gene"
"MELTF","MELTF","Gene"
"FBXW12","FBXW12","Gene"
"SHISA5","SHISA5","Gene"
"RNF123","RNF123","Gene"
"ASB5","ASB5","Gene"
"HIST1H2AA","HIST1H2AA","Gene"
"COG5","COG5","Gene"
"USP49","USP49","Gene"
"PEX2","PEX2","Gene"
"SBSPON","SBSPON","Gene"
"FOXK1","FOXK1","Gene"
"KDM1B","KDM1B","Gene"
"ASB11","ASB11","Gene"
"PIGA","PIGA","Gene"
"PIGO","PIGO","Gene"
"LRR1","LRR1","Gene"
"KBTBD6","KBTBD6","Gene"
"VDAC2","VDAC2","Gene"
"ABRAXAS2","ABRAXAS2","Gene"
"LARGE2","LARGE2","Gene"
"AGBL2","AGBL2","Gene"
"ADAMTS15","ADAMTS15","Gene"
"RAB8B","RAB8B","Gene"
"SENP8","SENP8","Gene"
"TMED3","TMED3","Gene"
"COG1","COG1","Gene"
"MBD6","MBD6","Gene"
"B4GALNT2","B4GALNT2","Gene"
"DOLPP1","DOLPP1","Gene"
"FBXO22","FBXO22","Gene"
"ENGASE","ENGASE","Gene"
"FN3K","FN3K","Gene"
"MVD","MVD","Gene"
"TRAPPC2L","TRAPPC2L","Gene"
"RAB4B","RAB4B","Gene"
"TRAPPC9","TRAPPC9","Gene"
"PSCA","PSCA","Gene"
"LY6D","LY6D","Gene"
"OTUB1","OTUB1","Gene"
"RAB26","RAB26","Gene"
"MGAT2","MGAT2","Gene"
"ARF4","ARF4","Gene"
"COG7","COG7","Gene"
"RAB31","RAB31","Gene"
"TNIP2","TNIP2","Gene"
"RNF181","RNF181","Gene"
"TMEM129","TMEM129","Gene"
"FEM1B","FEM1B","Gene"
"COMMD8","COMMD8","Gene"
"PCSK9","PCSK9","Gene"
"NSMCE1","NSMCE1","Gene"
"RAB3B","RAB3B","Gene"
"LMAN2","LMAN2","Gene"
"RAB24","RAB24","Gene"
"UMOD","UMOD","Gene"
"GP2","GP2","Gene"
"CD52","CD52","Gene"
"CCDC8","CCDC8","Gene"
"OTUD3","OTUD3","Gene"
"OTUD7A","OTUD7A","Gene"
"UBE2E3","UBE2E3","Gene"
"TRAPPC1","TRAPPC1","Gene"
"NANP","NANP","Gene"
"USP47","USP47","Gene"
"TMED10","TMED10","Gene"
"COMMD5","COMMD5","Gene"
"TTLL6","TTLL6","Gene"
"RNF139","RNF139","Gene"
"DNAJC24","DNAJC24","Gene"
"FUT3","FUT3","Gene"
"TADA3","TADA3","Gene"
"SOCS5","SOCS5","Gene"
"ASXL1","ASXL1","Gene"
"SPSB1","SPSB1","Gene"
"FBXL14","FBXL14","Gene"
"PRND","PRND","Gene"
"SCG2","SCG2","Gene"
"RAB33B","RAB33B","Gene"
"USP19","USP19","Gene"
"NEGR1","NEGR1","Gene"
"ZNF131","ZNF131","Gene"
"DPAGT1","DPAGT1","Gene"
"ALG14","ALG14","Gene"
"MANEA","MANEA","Gene"
"RAB40A","RAB40A","Gene"
"HCFC1","HCFC1","Gene"
"RAB43","RAB43","Gene"
"RAB37","RAB37","Gene"
"SP3","SP3","Gene"
"TADA2B","TADA2B","Gene"
"ADAMTS20","ADAMTS20","Gene"
"COMMD1","COMMD1","Gene"
"GMPPB","GMPPB","Gene"
"RCE1","RCE1","Gene"
"PIGG","PIGG","Gene"
"CNIH2","CNIH2","Gene"
"FBXW8","FBXW8","Gene"
"VCPIP1","VCPIP1","Gene"
"SPSB4","SPSB4","Gene"
"DOLK","DOLK","Gene"
"ALG10B","ALG10B","Gene"
"TTLL11","TTLL11","Gene"
"RNF152","RNF152","Gene"
"WSB2","WSB2","Gene"
"LY6H","LY6H","Gene"
"SPACA4","SPACA4","Gene"
"MAN1B1","MAN1B1","Gene"
"HIC1","HIC1","Gene"
"ST8SIA3","ST8SIA3","Gene"
"FAM20C","FAM20C","Gene"
"BET1L","BET1L","Gene"
"ASB8","ASB8","Gene"
"ADAMTSL1","ADAMTSL1","Gene"
"KLHL11","KLHL11","Gene"
"AMBN","AMBN","Gene"
"MPI","MPI","Gene"
"DPM3","DPM3","Gene"
"FUCA1","FUCA1","Gene"
"RAB39A","RAB39A","Gene"
"VWA1","VWA1","Gene"
"MCFD2","MCFD2","Gene"
"NRIP1","NRIP1","Gene"
"YOD1","YOD1","Gene"
"TRAPPC5","TRAPPC5","Gene"
"HIST3H2A","HIST3H2A","Gene"
"RNF135","RNF135","Gene"
"COPG1","COPG1","Gene"
"MGAT4C","MGAT4C","Gene"
"ASB18","ASB18","Gene"
"TRAPPC6B","TRAPPC6B","Gene"
"NTM","NTM","Gene"
"ALG12","ALG12","Gene"
"MTA1","MTA1","Gene"
"ASB7","ASB7","Gene"
"IZUMO1R","IZUMO1R","Gene"
"KLHL25","KLHL25","Gene"
"OPCML","OPCML","Gene"
"FOXL2","FOXL2","Gene"
"NUDT14","NUDT14","Gene"
"PTP4A2","PTP4A2","Gene"
"UBE2F","UBE2F","Gene"
"HIST2H2AB","HIST2H2AB","Gene"
"CSF1","CSF1","Gene"
"COPB2","COPB2","Gene"
"UBE2G2","UBE2G2","Gene"
"TMED9","TMED9","Gene"
"BTBD6","BTBD6","Gene"
"NSMCE3","NSMCE3","Gene"
"RAB11B","RAB11B","Gene"
"PRMT3","PRMT3","Gene"
"NOTUM","NOTUM","Gene"
"PRKN","PRKN","Gene"
"LSAMP","LSAMP","Gene"
"UBE2L3","UBE2L3","Gene"
"ADAMTSL5","ADAMTSL5","Gene"
"PIGP","PIGP","Gene"
"POMK","POMK","Gene"
"RTN4RL1","RTN4RL1","Gene"
"AGBL4","AGBL4","Gene"
"UBE2H","UBE2H","Gene"
"POFUT2","POFUT2","Gene"
"RTN4RL2","RTN4RL2","Gene"
"MITF","MITF","Gene"
"B3GLCT","B3GLCT","Gene"
"AMTN","AMTN","Gene"
"THSD4","THSD4","Gene"
"NRN1L","NRN1L","Gene"
"RAB42","RAB42","Gene"
"DCUN1D3","DCUN1D3","Gene"
"COMMD6","COMMD6","Gene"
"PLET1","PLET1","Gene"
"NTNG2","NTNG2","Gene"
"ASB13","ASB13","Gene"
"TRAPPC2","TRAPPC2","Gene"
"MAN2A2","MAN2A2","Gene"
"HIST1H2AI","HIST1H2AI","Gene"
"HIST1H2AG","HIST1H2AG","Gene"
"PGAP1","PGAP1","Gene"
"SERPINA1","SERPINA1","Gene"
"LYPD2","LYPD2","Gene"
"FBXL22","FBXL22","Gene"
"SSPO","SSPO","Gene"
"RAB40C","RAB40C","Gene"
"PIGN","PIGN","Gene"
"TOPORS","TOPORS","Gene"
"GPAA1","GPAA1","Gene"
"ADAMTSL2","ADAMTSL2","Gene"
"MAN1A2","MAN1A2","Gene"
"GFPT1","GFPT1","Gene"
"KLHL9","KLHL9","Gene"
"CTR9","CTR9","Gene"
"ASB12","ASB12","Gene"
"SMC5","SMC5","Gene"
"TOP1","TOP1","Gene"
"CHML","CHML","Gene"
"RAET1G","RAET1G","Gene"
"SPRN","SPRN","Gene"
"EEF1AKMT2","EEF1AKMT2","Gene"
"HIST2H2BF","HIST2H2BF","Gene"
"MBD5","MBD5","Gene"
"LY6G6C","LY6G6C","Gene"
"TRIM27","TRIM27","Gene"
"TRIM13","TRIM13","Gene"
"RAB12","RAB12","Gene"
"ANKRD28","ANKRD28","Gene"
"COG8","COG8","Gene"
"TTLL13P","TTLL13P","Gene"
"UBD","UBD","Gene"
"TTLL3","TTLL3","Gene"
"ALG3","ALG3","Gene"
"ZBED1","ZBED1","Gene"
"PRSS41","PRSS41","Gene"
"USP17L2","USP17L2","Gene"
"USP17L15","USP17L15","Gene"
"USP17L3","USP17L3","Gene"
"USP17L5","USP17L5","Gene"
"USP17L12","USP17L12","Gene"
"USP17L30","USP17L30","Gene"
"USP17L26","USP17L26","Gene"
"USP17L25","USP17L25","Gene"
"USP17L1","USP17L1","Gene"
"USP17L28","USP17L28","Gene"
"USP17L10","USP17L10","Gene"
"USP17L29","USP17L29","Gene"
"USP17L24","USP17L24","Gene"
"USP17L13","USP17L13","Gene"
"USP17L11","USP17L11","Gene"
"KBTBD13","KBTBD13","Gene"
"USP17L27","USP17L27","Gene"
"USP17L4","USP17L4","Gene"
"USP17L8","USP17L8","Gene"
"RNF103","RNF103","Gene"
"ASB14","ASB14","Gene"
"KLHL41","KLHL41","Gene"
"ARFGAP3","ARFGAP3","Gene"
"KCTD7","KCTD7","Gene"
"LY6G6D","LY6G6D","Gene"
"C4A","C4A","Gene"
"USP17L19","USP17L19","Gene"
"USP17L22","USP17L22","Gene"
"USP17L17","USP17L17","Gene"
"USP17L21","USP17L21","Gene"
"USP17L20","USP17L20","Gene"
"USP17L18","USP17L18","Gene"
"ALG11","ALG11","Gene"
"FPGT","FPGT","Gene"
"PIGY","PIGY","Gene"
"EID3","EID3","Gene"
"RAB44","RAB44","Gene"
"LYPD8","LYPD8","Gene"
"GAN","GAN","Gene"
"SPON1","SPON1","Gene"
"IKBKE","IKBKE","Gene"
"OTUD7B","OTUD7B","Gene"
"FBXO17","FBXO17","Gene"
"LYPD4","LYPD4","Gene"
"AGBL1","AGBL1","Gene"
"HIST1H2AH","HIST1H2AH","Gene"
"HIST1H2AK","HIST1H2AK","Gene"
"RAB7B","RAB7B","Gene"
"HIST1H2AL","HIST1H2AL","Gene"
"PIGW","PIGW","Gene"
"HIST1H2AM","HIST1H2AM","Gene"
"NDUFAF7","NDUFAF7","Gene"
"UQCRC1","UQCRC1","Gene"
"NDUFS1","NDUFS1","Gene"
"NDUFB4","NDUFB4","Gene"
"NDUFB2","NDUFB2","Gene"
"NDUFB7","NDUFB7","Gene"
"NDUFAF5","NDUFAF5","Gene"
"NDUFC1","NDUFC1","Gene"
"NDUFS8","NDUFS8","Gene"
"TIMMDC1","TIMMDC1","Gene"
"NDUFS7","NDUFS7","Gene"
"COQ10B","COQ10B","Gene"
"NDUFB3","NDUFB3","Gene"
"NDUFA8","NDUFA8","Gene"
"NDUFAF4","NDUFAF4","Gene"
"NDUFA1","NDUFA1","Gene"
"TRAP1","TRAP1","Gene"
"UQCR11","UQCR11","Gene"
"NDUFA5","NDUFA5","Gene"
"ECSIT","ECSIT","Gene"
"NDUFA10","NDUFA10","Gene"
"NDUFA2","NDUFA2","Gene"
"COQ10A","COQ10A","Gene"
"NDUFB5","NDUFB5","Gene"
"NDUFAF1","NDUFAF1","Gene"
"NDUFA9","NDUFA9","Gene"
"ETFA","ETFA","Gene"
"UQCRC2","UQCRC2","Gene"
"NDUFB10","NDUFB10","Gene"
"NDUFS6","NDUFS6","Gene"
"NDUFB11","NDUFB11","Gene"
"NDUFB9","NDUFB9","Gene"
"NDUFC2","NDUFC2","Gene"
"NUBPL","NUBPL","Gene"
"NDUFAF6","NDUFAF6","Gene"
"UQCRB","UQCRB","Gene"
"NDUFS2","NDUFS2","Gene"
"NDUFV3","NDUFV3","Gene"
"NDUFAF2","NDUFAF2","Gene"
"NDUFS4","NDUFS4","Gene"
"UQCRQ","UQCRQ","Gene"
"NDUFB6","NDUFB6","Gene"
"NDUFV1","NDUFV1","Gene"
"NDUFS5","NDUFS5","Gene"
"UQCRFS1","UQCRFS1","Gene"
"NDUFA3","NDUFA3","Gene"
"TMEM126B","TMEM126B","Gene"
"ETFDH","ETFDH","Gene"
"UQCRH","UQCRH","Gene"
"NDUFA11","NDUFA11","Gene"
"ACAD9","ACAD9","Gene"
"NDUFAF3","NDUFAF3","Gene"
"NDUFV2","NDUFV2","Gene"
"NDUFB1","NDUFB1","Gene"
"UQCR10","UQCR10","Gene"
"NDUFA12","NDUFA12","Gene"
"NDUFA6","NDUFA6","Gene"
"NDUFA13","NDUFA13","Gene"
"MT-ND6","MT-ND6","Gene"
"MT-CYB","MT-CYB","Gene"
"MT-ND2","MT-ND2","Gene"
"MT-ND5","MT-ND5","Gene"
"MT-ND3","MT-ND3","Gene"
"MT-ND4","MT-ND4","Gene"
"MT-ND1","MT-ND1","Gene"
"NDUFS3","NDUFS3","Gene"
"NDUFA7","NDUFA7","Gene"
"MRVI1","MRVI1","Gene"
"PDE5A","PDE5A","Gene"
"PDE9A","PDE9A","Gene"
"HCK","HCK","Gene"
"AQP6","AQP6","Gene"
"AQP8","AQP8","Gene"
"AQP9","AQP9","Gene"
"MIP","MIP","Gene"
"AQP10","AQP10","Gene"
"AQP5","AQP5","Gene"
"AQP7","AQP7","Gene"
"AQP3","AQP3","Gene"
"AQP2","AQP2","Gene"
"AQP4","AQP4","Gene"
"AQP11","AQP11","Gene"
"AQP12A","AQP12A","Gene"
"AQP1","AQP1","Gene"
"NOS2","NOS2","Gene"
"FGR","FGR","Gene"
"P2RX5","P2RX5","Gene"
"P2RX7","P2RX7","Gene"
"P2RX6","P2RX6","Gene"
"P2RX1","P2RX1","Gene"
"P2RX3","P2RX3","Gene"
"P2RX4","P2RX4","Gene"
"PAFAH2","PAFAH2","Gene"
"P2RX2","P2RX2","Gene"
"RAB11FIP2","RAB11FIP2","Gene"
"MYO5B","MYO5B","Gene"
"RAF1","RAF1","Gene"
"RAP1GAP2","RAP1GAP2","Gene"
"SIPA1","SIPA1","Gene"
"GPR119","GPR119","Gene"
"DPP4","DPP4","Gene"
"PELI2","PELI2","Gene"
"PELI3","PELI3","Gene"
"PELI1","PELI1","Gene"
"SIKE1","SIKE1","Gene"
"IFNA6","IFNA6","Gene"
"IFNA8","IFNA8","Gene"
"TANK","TANK","Gene"
"IFNA21","IFNA21","Gene"
"IFNA5","IFNA5","Gene"
"IFNA16","IFNA16","Gene"
"IFNB1","IFNB1","Gene"
"TBK1","TBK1","Gene"
"IRF7","IRF7","Gene"
"IFNA10","IFNA10","Gene"
"IFNA2","IFNA2","Gene"
"IFNA1","IFNA1","Gene"
"IFNA7","IFNA7","Gene"
"IFNA14","IFNA14","Gene"
"IFNA13","IFNA13","Gene"
"IFNA17","IFNA17","Gene"
"IFNA4","IFNA4","Gene"
"CRY1","CRY1","Gene"
"ARNTL2","ARNTL2","Gene"
"CREM","CREM","Gene"
"DBP","DBP","Gene"
"CRTC1","CRTC1","Gene"
"RAI1","RAI1","Gene"
"USP46","USP46","Gene"
"CPT1A","CPT1A","Gene"
"CRY2","CRY2","Gene"
"BHLHE41","BHLHE41","Gene"
"PER2","PER2","Gene"
"ARNTL","ARNTL","Gene"
"BHLHE40","BHLHE40","Gene"
"CLOCK","CLOCK","Gene"
"CRTC3","CRTC3","Gene"
"SIK1","SIK1","Gene"
"NOCT","NOCT","Gene"
"CRTC2","CRTC2","Gene"
"KLF15","KLF15","Gene"
"NFIL3","NFIL3","Gene"
"NPAS2","NPAS2","Gene"
"RBM4","RBM4","Gene"
"AC129492.1","AC129492.1","Gene"
"EHD3","EHD3","Gene"
"EHD2","EHD2","Gene"
"KIF1B","KIF1B","Gene"
"HMG20B","HMG20B","Gene"
"CARMIL1","CARMIL1","Gene"
"DOCK9","DOCK9","Gene"
"DOCK3","DOCK3","Gene"
"KIF9","KIF9","Gene"
"KIF16B","KIF16B","Gene"
"RCOR1","RCOR1","Gene"
"ITPK1","ITPK1","Gene"
"DOCK8","DOCK8","Gene"
"AKAP10","AKAP10","Gene"
"EHD1","EHD1","Gene"
"DOCK7","DOCK7","Gene"
"MFN2","MFN2","Gene"
"KIF21B","KIF21B","Gene"
"AKAP1","AKAP1","Gene"
"KIF25","KIF25","Gene"
"IRF1","IRF1","Gene"
"DOCK4","DOCK4","Gene"
"KIF1C","KIF1C","Gene"
"DOCK6","DOCK6","Gene"
"KIF1A","KIF1A","Gene"
"GATA5","GATA5","Gene"
"RBSN","RBSN","Gene"
"DOCK2","DOCK2","Gene"
"PHF21A","PHF21A","Gene"
"MICAL1","MICAL1","Gene"
"DOCK10","DOCK10","Gene"
"VPS45","VPS45","Gene"
"KIF12","KIF12","Gene"
"KIF20B","KIF20B","Gene"
"KIF21A","KIF21A","Gene"
"DOCK11","DOCK11","Gene"
"DOCK5","DOCK5","Gene"
"AK3","AK3","Gene"
"CABLES2","CABLES2","Gene"
"KIF26B","KIF26B","Gene"
"KIF6","KIF6","Gene"
"KIF27","KIF27","Gene"
"KIFC2","KIFC2","Gene"
"IRF2","IRF2","Gene"
"ZFPM2","ZFPM2","Gene"
"MFN1","MFN1","Gene"
"JMJD1C","JMJD1C","Gene"
"MAFF","MAFF","Gene"
"KIF18B","KIF18B","Gene"
"KIF19","KIF19","Gene"
"HBG2","HBG2","Gene"
"MAFG","MAFG","Gene"
"KIF13B","KIF13B","Gene"
"MAFK","MAFK","Gene"
"HBE1","HBE1","Gene"
"HBG1","HBG1","Gene"
"HBD","HBD","Gene"
"KIFC1","KIFC1","Gene"
"HBB","HBB","Gene"
"IFNGR1","IFNGR1","Gene"
"IFNGR2","IFNGR2","Gene"
"PTPN2","PTPN2","Gene"
"HFE","HFE","Gene"
"CYBRD1","CYBRD1","Gene"
"MCOLN1","MCOLN1","Gene"
"SLC22A17","SLC22A17","Gene"
"HMOX1","HMOX1","Gene"
"HMOX2","HMOX2","Gene"
