"Source","Target","pval","comm","logpval"
"Regulation of FZD by ubiquitination","Signaling by TGF-beta Receptor Complex",0.000246404621315594,4,8.30853557114153
"Regulation of FZD by ubiquitination","Sphingolipid metabolism",1,0,0
"Regulation of FZD by ubiquitination","Steroid hormones",1,0,0
"Regulation of FZD by ubiquitination","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of FZD by ubiquitination","Surfactant metabolism",1,0,0
"Regulation of FZD by ubiquitination","Synthesis of PA",1,0,0
"Regulation of FZD by ubiquitination","Synthesis of PC",1,0,0
"Regulation of FZD by ubiquitination","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of FZD by ubiquitination","Tie2 Signaling",1,0,0
"Regulation of FZD by ubiquitination","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of FZD by ubiquitination","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Regulation of FZD by ubiquitination","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Regulation of FZD by ubiquitination","Trafficking of AMPA receptors",1,0,0
"Regulation of FZD by ubiquitination","Transcriptional regulation of pluripotent stem cells",1,0,0
"Regulation of FZD by ubiquitination","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Regulation of FZD by ubiquitination","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of FZD by ubiquitination","Translocation of GLUT4 to the plasma membrane",1,0,0
"Regulation of FZD by ubiquitination","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of FZD by ubiquitination","tRNA Aminoacylation",1,0,0
"Regulation of FZD by ubiquitination","Unfolded Protein Response (UPR)",1,0,0
"Regulation of FZD by ubiquitination","Uptake and actions of bacterial toxins",1,0,0
"Regulation of FZD by ubiquitination","Visual phototransduction",1,0,0
"Regulation of FZD by ubiquitination","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of insulin secretion",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of KIT signaling",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of TP53 Activity through Acetylation",0.118176109457775,1,2.13557931408564
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of TP53 Activity through Methylation",3.50481011657392e-08,5,17.1665443999479
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of TP53 Activity through Phosphorylation",0.00122837253621846,4,6.70206512700796
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Regulation of TP53 Expression and Degradation",3.60469625426301e-05,4,10.2306879545756
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1.44230480592825e-10,9,22.6596085362107
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","RMTs methylate histone arginines",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","SALM protein interactions at the synapse",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Semaphorin interactions",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by BMP",0.0067132714649089,2,5.00366889615569
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by ERBB2",8.819544373499e-05,4,9.33595525461931
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by FGFR in disease",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by Hippo",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by NODAL",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by NOTCH1",2.24587068967573e-09,8,19.9141725558959
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by PTK6",1.11768765667605e-06,6,13.7042485991194
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Signaling by TGF-beta Receptor Complex",1.86554908618879e-06,6,13.1919551320134
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Sphingolipid metabolism",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Steroid hormones",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Surfactant metabolism",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Synthesis of PA",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Synthesis of PC",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Tie2 Signaling",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","TP53 Regulates Transcription of Cell Cycle Genes",0.231377440950587,1,1.4637049583847
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","TP53 Regulates Transcription of Cell Death Genes",0.209918077484177,1,1.56103793159449
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Trafficking of AMPA receptors",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Transcriptional regulation of pluripotent stem cells",0.02144660617021,2,3.84218886662932
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Transcriptional regulation of white adipocyte differentiation",0.0679221107132796,2,2.68939366100019
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Translocation of GLUT4 to the plasma membrane",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","tRNA Aminoacylation",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Unfolded Protein Response (UPR)",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Uptake and actions of bacterial toxins",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","Visual phototransduction",1,0,0
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","YAP1- and WWTR1 (TAZ)-stimulated gene expression",0.146722891965266,1,1.9192095598908
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of insulin secretion",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of KIT signaling",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of TP53 Activity through Acetylation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of TP53 Activity through Methylation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Regulation of TP53 Expression and Degradation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","RMTs methylate histone arginines",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","SALM protein interactions at the synapse",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Semaphorin interactions",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by BMP",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by ERBB2",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by FGFR in disease",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by Hippo",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by NODAL",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by NOTCH1",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by PTK6",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Signaling by TGF-beta Receptor Complex",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Sphingolipid metabolism",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Steroid hormones",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Surfactant metabolism",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Synthesis of PA",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Synthesis of PC",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Tie2 Signaling",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","TP53 Regulates Transcription of Cell Death Genes",0.173212013192028,1,1.75323892502801
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Trafficking of AMPA receptors",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Transcriptional regulation of pluripotent stem cells",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Translocation of GLUT4 to the plasma membrane",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","tRNA Aminoacylation",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Unfolded Protein Response (UPR)",0.317609032225306,1,1.14693411101698
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Uptake and actions of bacterial toxins",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","Visual phototransduction",1,0,0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Regulation of insulin secretion","Regulation of KIT signaling",0.237028055880275,1,1.43957676561161
"Regulation of insulin secretion","Regulation of TP53 Activity through Acetylation",1,0,0
"Regulation of insulin secretion","Regulation of TP53 Activity through Methylation",1,0,0
"Regulation of insulin secretion","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Regulation of insulin secretion","Regulation of TP53 Expression and Degradation",1,0,0
"Regulation of insulin secretion","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Regulation of insulin secretion","RMTs methylate histone arginines",1,0,0
"Regulation of insulin secretion","SALM protein interactions at the synapse",1,0,0
"Regulation of insulin secretion","Semaphorin interactions",1,0,0
"Regulation of insulin secretion","Signaling by BMP",1,0,0
"Regulation of insulin secretion","Signaling by ERBB2",1,0,0
"Regulation of insulin secretion","Signaling by FGFR in disease",1,0,0
"Regulation of insulin secretion","Signaling by Hippo",1,0,0
"Regulation of insulin secretion","Signaling by NODAL",1,0,0
"Regulation of insulin secretion","Signaling by NOTCH1",1,0,0
"Regulation of insulin secretion","Signaling by PTK6",1,0,0
"Regulation of insulin secretion","Signaling by TGF-beta Receptor Complex",1,0,0
"Regulation of insulin secretion","Sphingolipid metabolism",1,0,0
"Regulation of insulin secretion","Steroid hormones",1,0,0
"Regulation of insulin secretion","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of insulin secretion","Surfactant metabolism",0.08402676556154,2,2.47661989325563
"Regulation of insulin secretion","Synthesis of PA",1,0,0
"Regulation of insulin secretion","Synthesis of PC",1,0,0
"Regulation of insulin secretion","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of insulin secretion","Tie2 Signaling",1,0,0
"Regulation of insulin secretion","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of insulin secretion","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Regulation of insulin secretion","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Regulation of insulin secretion","Trafficking of AMPA receptors",0.0942262153550117,2,2.3620568414774
"Regulation of insulin secretion","Transcriptional regulation of pluripotent stem cells",1,0,0
